ENZYME_TYPE,HIDROPHOBICITY,ISOELECTRIC,AROMATIC,INSTABLE,MW,HELIX,TURN,SHEET,MOL_EXT_RED,MOL_EXT_OX
resistance-nodulation-cell division (RND) antibiotic efflux pump,0.256826923076924,7.069372367858887,0.10096153846153846,34.74309615384632,114077.80060000096,0.36346153846153845,0.2298076923076923,0.2567307692307692,80680,80805
SHV beta-lactamase,-0.05314685314685311,8.84004993438721,0.045454545454545456,41.43881118881119,31208.681100000034,0.2867132867132867,0.20279720279720279,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.07692307692307684,7.755816841125489,0.045454545454545456,39.69615384615384,31224.594400000035,0.28321678321678323,0.19930069930069927,0.3321678321678322,33460,33585
CTX-M beta-lactamase,-0.14501718213058412,9.094635581970216,0.048109965635738834,21.376975945017165,31006.04150000002,0.2542955326460481,0.21649484536082475,0.3127147766323024,25440,25565
KPC beta-lactamase,0.0133802816901408,6.815643119812012,0.08450704225352113,26.9144366197183,30063.743000000006,0.2887323943661972,0.23943661971830987,0.3274647887323944,46410,46535
CMY beta-lactamase,-0.14225721784776896,9.223701286315915,0.09711286089238845,35.248320209973734,41903.768400000015,0.3123359580052493,0.23884514435695536,0.27296587926509186,93850,93975
CTX-M beta-lactamase,-0.15704467353951906,9.380552864074708,0.048109965635738834,27.30515463917525,31171.288600000014,0.26804123711340205,0.2268041237113402,0.3024054982817869,25440,25440
quinolone resistance protein (qnr),-0.1387850467289719,4.998273277282714,0.11682242990654204,20.728551401869144,23850.667799999996,0.2897196261682243,0.2289719626168224,0.26635514018691586,27960,28460
SHV beta-lactamase,-0.04370629370629366,7.756101036071779,0.045454545454545456,37.86048951048951,31237.676000000032,0.2867132867132867,0.19580419580419578,0.3426573426573427,33460,33585
SHV beta-lactamase,-0.05524475524475519,7.756101036071779,0.04895104895104896,37.23426573426573,31243.63900000003,0.2867132867132867,0.20279720279720279,0.3356643356643357,33460,33585
KPC beta-lactamase,0.019112627986348073,7.6736845016479505,0.08191126279863481,29.040955631399314,31131.008500000014,0.2935153583617748,0.23890784982935154,0.32423208191126285,46410,46535
SHV beta-lactamase,-0.08041958041958032,8.489793205261233,0.045454545454545456,38.02832167832167,31266.67750000003,0.28321678321678323,0.19930069930069927,0.3356643356643357,33460,33585
CMY beta-lactamase,-0.16220472440944883,9.138409614562988,0.09973753280839895,32.66590551181101,42028.85540000002,0.3123359580052493,0.23359580052493437,0.2755905511811024,95340,95465
CMY beta-lactamase,-0.1551181102362204,8.933658027648928,0.09711286089238845,35.80999999999998,42004.82600000002,0.3123359580052494,0.23884514435695536,0.28083989501312334,93850,93975
IMP beta-lactamase,-0.14065040650406507,8.64135837554932,0.10569105691056911,25.445975609756083,27119.824300000015,0.34959349593495936,0.2764227642276423,0.23577235772357724,44920,45045
quinolone resistance protein (qnr),-0.1102803738317757,4.998273277282714,0.11214953271028036,21.36546728971962,23746.535399999997,0.29439252336448596,0.23364485981308408,0.2616822429906542,27960,28460
SHV beta-lactamase,-0.0639860139860139,8.84004993438721,0.045454545454545456,39.00034965034965,31265.732400000034,0.2867132867132867,0.2027972027972028,0.3356643356643357,33460,33585
IMP beta-lactamase,-0.1678861788617885,8.829992866516115,0.10975609756097562,20.199634146341452,27181.920100000018,0.34552845528455284,0.2682926829268293,0.23983739837398377,44920,45045
CMY beta-lactamase,-0.17532808398950142,9.050926017761231,0.09711286089238845,33.825485564304444,42074.88420000003,0.30971128608923887,0.23097112860892388,0.27821522309711283,93850,93975
SHV beta-lactamase,-0.04440559440559432,6.917839622497559,0.04895104895104896,37.59685314685315,31188.557200000036,0.2867132867132867,0.20279720279720279,0.33916083916083917,33460,33585
IMP beta-lactamase,-0.12804878048780494,8.84056568145752,0.10569105691056911,25.555325203252014,27047.761600000013,0.34959349593495936,0.2804878048780488,0.23170731707317072,44920,45045
resistance-nodulation-cell division (RND) antibiotic efflux pump,-0.41951219512195165,5.144804191589355,0.11178861788617886,31.71239837398373,55450.43760000001,0.32113821138211385,0.25609756097560976,0.28252032520325204,78730,78730
CTX-M beta-lactamase,-0.19896907216494875,8.905356407165527,0.04810996563573883,24.17388316151202,31363.397300000033,0.25773195876288657,0.21993127147766323,0.3161512027491409,23950,23950
CTX-M beta-lactamase,-0.10893470790377999,9.094635581970216,0.048109965635738834,21.231615120274903,31023.111700000023,0.26116838487972505,0.21305841924398625,0.3127147766323024,25440,25565
quinolone resistance protein (qnr),-0.08142076502732247,5.325040626525879,0.07103825136612021,23.966120218579224,20019.35609999997,0.2786885245901639,0.180327868852459,0.2896174863387978,16500,17000
quinolone resistance protein (qnr),-0.2866972477064223,4.941604804992674,0.12385321100917432,46.15926605504587,24786.5534,0.29357798165137616,0.23394495412844038,0.24311926605504589,25440,26315
SHV beta-lactamase,-0.04300699300699297,7.756101036071779,0.045454545454545456,37.59685314685315,31251.702500000032,0.2902097902097902,0.19930069930069927,0.3356643356643357,33460,33585
resistance-nodulation-cell division (RND) antibiotic efflux pump,-0.08630490956072338,5.8020334243774405,0.033591731266149866,38.448837209302326,40838.04910000005,0.26356589147286824,0.19896640826873385,0.3410852713178295,12950,12950
resistance-nodulation-cell division (RND) antibiotic efflux pump,-0.22776617954071024,9.010117530822754,0.06263048016701461,48.413152400835095,51872.842600000135,0.267223382045929,0.2066805845511482,0.36325678496868474,34380,34505
CMY beta-lactamase,-0.10471204188481688,8.77564601898193,0.08638743455497383,40.57905759162301,40824.03330000002,0.28534031413612565,0.2670157068062827,0.3010471204188482,54320,54320
CTX-M beta-lactamase,-0.16838487972508612,9.252389717102048,0.048109965635738834,26.43161512027491,31273.37720000001,0.27147766323024053,0.2268041237113402,0.29553264604810997,25440,25440
SHV beta-lactamase,-0.0398601398601398,6.917839622497559,0.045454545454545456,38.533916083916075,31184.567000000035,0.2867132867132867,0.20279720279720279,0.33916083916083917,33460,33585
CTX-M beta-lactamase,-0.17422680412371144,9.274308967590333,0.044673539518900345,25.617869415807547,31189.264200000012,0.2646048109965635,0.22336769759450173,0.29896907216494845,23950,23950
resistance-nodulation-cell division (RND) antibiotic efflux pump,0.3755769230769242,5.305601692199706,0.05961538461538461,34.21730769230784,112076.19350000081,0.35288461538461535,0.22307692307692306,0.2971153846153846,72310,72435
quinolone resistance protein (qnr),-0.19158878504672913,4.9263719558715815,0.11682242990654204,31.668738317757015,23934.6087,0.3037383177570093,0.2523364485981308,0.23831775700934577,26470,26970
SHV beta-lactamase,-0.10730769230769222,6.334557914733887,0.046153846153846156,40.88038461538461,28283.135600000005,0.2730769230769231,0.20769230769230768,0.3423076923076923,26470,26595
quinolone resistance protein (qnr),-0.18271028037383188,4.998273277282714,0.10747663551401868,20.816355140186907,23813.540099999995,0.29439252336448596,0.24766355140186913,0.2523364485981308,27960,28460
SHV beta-lactamase,-0.0849650349650349,7.756101036071779,0.045454545454545456,40.25664335664335,31270.686000000027,0.27972027972027974,0.19930069930069927,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.03846153846153841,6.917839622497559,0.045454545454545456,37.59685314685315,31154.54100000003,0.2867132867132867,0.20279720279720279,0.33916083916083917,33460,33585
CTX-M beta-lactamase,-0.1432989690721649,9.094635581970216,0.048109965635738834,22.68762886597937,30979.016200000027,0.2542955326460481,0.21993127147766323,0.3127147766323024,25440,25565
CMY beta-lactamase,-0.19867374005305044,9.149627113342287,0.09814323607427056,33.10639257294428,41634.35050000002,0.3076923076923077,0.23607427055702918,0.2679045092838196,93850,93975
CMY beta-lactamase,-0.16000000000000011,8.934173774719241,0.09736842105263159,32.89265789473682,41774.46060000001,0.31052631578947365,0.2368421052631579,0.2736842105263158,93850,93975
CTX-M beta-lactamase,-0.13573883161512018,9.094635581970216,0.048109965635738834,21.893470790377993,30979.016200000027,0.2542955326460481,0.21649484536082472,0.3127147766323024,25440,25565
quinolone resistance protein (qnr),-0.17522123893805325,5.274965476989746,0.11504424778761063,17.523053097345127,25141.1323,0.28761061946902655,0.23451327433628316,0.25663716814159293,29450,29950
CMY beta-lactamase,-0.16509186351706043,9.05086154937744,0.09711286089238845,36.032834645669276,41956.74510000002,0.30708661417322836,0.23884514435695536,0.28083989501312334,93850,93975
CTX-M beta-lactamase,-0.18222996515679454,9.49111614227295,0.04878048780487805,27.546341463414624,30698.690100000014,0.26132404181184665,0.22648083623693377,0.30662020905923343,25440,25440
quinolone resistance protein (qnr),-0.15176991150442484,5.0101526260375975,0.11504424778761063,15.953141592920346,25258.298300000006,0.29646017699115046,0.23451327433628316,0.252212389380531,29450,29950
CMY beta-lactamase,-0.15958005249343837,9.096698570251466,0.09711286089238845,32.8887401574803,42048.91310000003,0.30971128608923887,0.23097112860892388,0.2755905511811024,93850,93975
IMP beta-lactamase,-0.16626016260162607,6.657971763610841,0.10975609756097561,27.754105691056896,27297.886000000013,0.34959349593495936,0.27235772357723576,0.23170731707317077,50420,50545
CMY beta-lactamase,-0.18315789473684224,9.17947597503662,0.1,33.34871052631578,41915.57350000002,0.31052631578947365,0.23421052631578948,0.2789473684210526,95340,95340
resistance-nodulation-cell division (RND) antibiotic efflux pump,0.3364251207729479,7.597008705139161,0.0821256038647343,32.429381642512205,112613.57600000086,0.3555555555555555,0.2376811594202899,0.28792270531400965,83310,83435
resistance-nodulation-cell division (RND) antibiotic efflux pump,-0.22523809523809527,8.693577766418457,0.06190476190476191,29.539047619047608,23667.226500000008,0.3142857142857143,0.18095238095238095,0.2761904761904762,19940,20065
KPC beta-lactamase,0.016723549488054597,7.646742820739747,0.08532423208191126,28.725255972696242,31128.001300000007,0.2935153583617748,0.23890784982935154,0.32081911262798635,47900,48025
resistance-nodulation-cell division (RND) antibiotic efflux pump,0.31971153846153977,6.000117301940917,0.08461538461538462,29.53461538461548,111295.63690000083,0.3394230769230769,0.23846153846153845,0.29423076923076924,79300,79425
SHV beta-lactamase,-0.06752767527675271,8.839792060852051,0.04428044280442804,38.57380073800738,29593.833100000025,0.28413284132841327,0.20295202952029517,0.33210332103321033,27960,28085
CTX-M beta-lactamase,-0.1652920962199314,9.490600395202637,0.048109965635738834,27.596907216494838,31142.25070000001,0.2646048109965636,0.2302405498281787,0.30584192439862545,25440,25440
CTX-M beta-lactamase,-0.1457044673539518,9.270505332946776,0.048109965635738834,22.538144329896895,31038.08670000002,0.2542955326460481,0.21305841924398625,0.3127147766323024,25440,25565
SHV beta-lactamase,-0.04860139860139856,7.756101036071779,0.045454545454545456,36.25,31213.61150000003,0.2867132867132867,0.1993006993006993,0.33916083916083917,33460,33585
CMY beta-lactamase,-0.1485564304461942,8.933915901184086,0.09711286089238845,37.50186351706035,41873.61000000003,0.30971128608923887,0.2362204724409449,0.27034120734908135,93850,93975
SHV beta-lactamase,-0.04628099173553714,5.976585960388183,0.04132231404958678,42.59504132231404,26126.6913,0.2809917355371901,0.21487603305785125,0.33884297520661155,24980,25105
quinolone resistance protein (qnr),-0.12476635514018684,4.998273277282714,0.11214953271028036,21.734158878504665,23773.494399999996,0.3037383177570093,0.24299065420560745,0.23831775700934577,27960,28460
CMY beta-lactamase,-0.14776902887139107,8.933915901184086,0.09711286089238845,36.64963254593175,41889.65250000002,0.30971128608923887,0.24146981627296588,0.28346456692913385,93850,93975
SHV beta-lactamase,-0.059581881533100976,7.755646324157715,0.041811846689895474,39.223344947735164,31075.444400000022,0.2787456445993031,0.21254355400696867,0.3310104529616725,27960,28085
CTX-M beta-lactamase,-0.18797250859106546,9.11629695892334,0.04810996563573883,24.06838487972508,31319.387800000033,0.25773195876288657,0.21993127147766325,0.3161512027491409,23950,23950
CTX-M beta-lactamase,-0.1501718213058419,9.270827674865721,0.048109965635738834,21.76666666666665,30935.95170000002,0.2508591065292096,0.21993127147766323,0.30927835051546393,25440,25565
major facilitator superfamily (MFS) antibiotic efflux pump,0.8974736842105281,9.45623874664307,0.09263157894736843,25.67347368421051,49324.98540000004,0.41052631578947374,0.28210526315789475,0.2947368421052632,38390,38390
CTX-M beta-lactamase,-0.15120274914089354,9.404019355773926,0.04810996563573883,26.491408934707895,31127.236100000016,0.2646048109965636,0.2268041237113402,0.30584192439862545,23950,23950
CMY beta-lactamase,-0.14015748031496053,8.736578178405761,0.09711286089238845,36.5890026246719,41931.712300000014,0.30971128608923887,0.23884514435695536,0.28083989501312334,93850,93975
SHV beta-lactamase,-0.03846153846153838,7.762069129943849,0.045454545454545456,38.79755244755244,31237.676000000032,0.2867132867132867,0.1993006993006993,0.33916083916083917,31970,32095
SHV beta-lactamase,-0.04999999999999994,7.705798530578614,0.045454545454545456,37.65839160839161,31299.767000000033,0.2867132867132867,0.19580419580419578,0.3356643356643357,33460,33710
VIM beta-lactamase,0.05413533834586464,5.31566219329834,0.06390977443609022,32.31845864661654,28146.395500000006,0.3157894736842105,0.2631578947368421,0.28195488721804507,29910,29910
KPC beta-lactamase,-0.023549488054607465,8.702538871765139,0.08532423208191126,30.286689419795223,31271.191500000004,0.2935153583617748,0.23890784982935154,0.32081911262798635,47900,48025
IMP beta-lactamase,-0.15650406504065037,8.214577674865723,0.0975609756097561,27.67402439024389,27052.718600000007,0.33739837398373984,0.26422764227642276,0.23170731707317074,48930,49180
quinolone resistance protein (qnr),-0.14299065420560744,4.998273277282714,0.11682242990654204,17.61172897196261,23924.746199999998,0.29906542056074764,0.23364485981308408,0.24766355140186913,27960,28460
CTX-M beta-lactamase,-0.13917525773195866,9.270505332946776,0.048109965635738834,22.201374570446717,31007.072700000026,0.2542955326460481,0.21649484536082472,0.3127147766323024,25440,25565
quinolone resistance protein (qnr),-0.12476635514018686,5.117294120788574,0.11682242990654204,21.305186915887834,23778.605099999993,0.2897196261682243,0.23831775700934577,0.26635514018691586,27960,28460
CTX-M beta-lactamase,-0.20962199312714794,9.253098869323729,0.04810996563573883,22.530584192439854,31397.498100000033,0.25773195876288657,0.21649484536082475,0.30927835051546393,23950,23950
ACT beta-lactamase,-0.04698162729658788,8.546525382995608,0.08923884514435695,34.8157742782152,41303.13810000002,0.3044619422572178,0.24934383202099739,0.28608923884514437,84340,84465
SHV beta-lactamase,-0.058391608391608354,8.48992214202881,0.045454545454545456,40.52027972027971,31194.61150000003,0.28321678321678323,0.19930069930069927,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.09650349650349639,6.918692207336425,0.045454545454545456,40.25664335664335,31326.683100000027,0.28321678321678323,0.19580419580419578,0.3321678321678322,33460,33585
CMY beta-lactamase,-0.1761154855643045,9.149627113342287,0.09711286089238845,33.87482939632544,42028.85880000002,0.30971128608923887,0.23622047244094488,0.27296587926509186,93850,93975
major facilitator superfamily (MFS) antibiotic efflux pump,0.5705150976909433,6.7198694229125975,0.07815275310834813,28.50250444049732,58808.11850000014,0.34280639431616344,0.24333925399644757,0.34103019538188273,63940,64065
major facilitator superfamily (MFS) antibiotic efflux pump,0.8251231527093609,6.33421688079834,0.09852216748768473,35.17733990147782,43884.83450000006,0.4285714285714286,0.22413793103448276,0.312807881773399,47440,47815
major facilitator superfamily (MFS) antibiotic efflux pump,0.807070707070709,9.350446128845213,0.08333333333333334,38.70151515151513,41521.75450000005,0.3686868686868686,0.2196969696969697,0.35353535353535354,55920,56170
major facilitator superfamily (MFS) antibiotic efflux pump,0.8163682864450152,8.717946815490723,0.09974424552429667,37.519181585677735,40921.748100000026,0.38363171355498715,0.23529411764705882,0.34782608695652173,58900,59150
major facilitator superfamily (MFS) antibiotic efflux pump,0.8544152744630088,9.446181678771975,0.10501193317422435,38.19952267303101,44390.24260000003,0.39618138424821003,0.2458233890214797,0.32458233890214794,75400,75900
CMY beta-lactamase,-0.1590551181102363,9.235499000549318,0.09711286089238845,32.64097112860891,41930.758800000025,0.30971128608923887,0.23622047244094488,0.27296587926509186,93850,93975
quinolone resistance protein (qnr),-0.14065420560747657,4.998273277282714,0.11682242990654204,20.522009345794384,23820.575599999996,0.29439252336448596,0.23831775700934577,0.2570093457943925,27960,28460
CTX-M beta-lactamase,-0.17663230240549846,9.095086860656739,0.048109965635738834,27.464604810996555,31246.30890000002,0.26804123711340205,0.22336769759450173,0.29896907216494845,25440,25440
CTX-M beta-lactamase,-0.20652920962199334,7.861548805236817,0.04810996563573883,25.59243986254295,31254.16530000003,0.2508591065292096,0.2268041237113402,0.3127147766323024,23950,23950
SHV beta-lactamase,-0.07972027972027966,9.092508125305176,0.045454545454545456,41.66013986013985,31266.72050000003,0.28321678321678323,0.1993006993006993,0.3286713286713287,33460,33585
SHV beta-lactamase,-0.08531468531468522,7.756101036071779,0.045454545454545456,40.25664335664335,31210.567900000035,0.27972027972027974,0.19930069930069927,0.33916083916083917,33460,33585
CMY beta-lactamase,-0.13858267716535433,9.14949817657471,0.09448818897637795,34.03519685039368,41894.76160000002,0.3123359580052493,0.23359580052493437,0.2782152230971129,93850,93975
VIM beta-lactamase,0.0902255639097743,5.13065128326416,0.07142857142857142,31.151917293233083,28319.580200000004,0.3270676691729323,0.2556390977443609,0.2781954887218045,29910,29910
SHV beta-lactamase,-0.07972027972027966,8.475996971130371,0.045454545454545456,41.66013986013985,31268.690100000033,0.28321678321678323,0.1993006993006993,0.3356643356643357,33460,33585
KPC beta-lactamase,-0.009215017064846424,8.389093589782718,0.08191126279863481,30.187713310580207,31174.03660000001,0.2901023890784983,0.23890784982935154,0.32081911262798635,46410,46535
SHV beta-lactamase,-0.06013986013986005,7.756101036071779,0.045454545454545456,38.72027972027971,31176.53000000003,0.2867132867132867,0.19930069930069927,0.3356643356643357,33460,33585
CTX-M beta-lactamase,-0.14158075601374567,9.094635581970216,0.05154639175257732,22.55532646048109,31013.032400000026,0.2542955326460481,0.21649484536082472,0.3127147766323024,25440,25565
IMP beta-lactamase,-0.11428571428571435,7.713471794128417,0.10612244897959183,19.606571428571417,27032.60090000002,0.3551020408163265,0.26530612244897955,0.22040816326530613,50420,50545
CTX-M beta-lactamase,-0.18247422680412384,9.252389717102048,0.048109965635738834,27.172852233676966,31232.285600000017,0.2646048109965636,0.21993127147766325,0.30584192439862545,25440,25440
IMP beta-lactamase,-0.2052845528455283,8.24784336090088,0.1016260162601626,29.697195121951207,27440.211100000008,0.34959349593495936,0.24390243902439024,0.22357723577235775,44920,45045
SHV beta-lactamase,-0.08566433566433558,7.756101036071779,0.045454545454545456,40.25664335664335,31268.64700000003,0.28321678321678323,0.19930069930069927,0.3321678321678322,33460,33585
SHV beta-lactamase,-0.051398601398601355,7.756101036071779,0.045454545454545456,37.59685314685315,31223.649400000035,0.2867132867132867,0.19930069930069927,0.33916083916083917,33460,33585
CMY beta-lactamase,-0.1291338582677165,8.728455162048338,0.09711286089238845,33.42102362204723,41825.58850000002,0.30971128608923887,0.23622047244094485,0.2755905511811024,93850,93975
quinolone resistance protein (qnr),-0.2807339449541288,4.93364734649658,0.12385321100917432,45.18954128440367,24767.507,0.29357798165137616,0.23394495412844038,0.24311926605504589,25440,26315
major facilitator superfamily (MFS) antibiotic efflux pump,0.8622911694510756,9.552618980407715,0.10023866348448687,38.90429594272074,44243.13340000001,0.3937947494033413,0.25298329355608595,0.324582338902148,75400,75900
major facilitator superfamily (MFS) antibiotic efflux pump,0.7855106888361066,7.5729658126831065,0.10213776722090262,39.07078384798097,44708.28630000002,0.38717339667458434,0.2470308788598575,0.334916864608076,75400,75900
SHV beta-lactamase,-0.06818181818181808,7.756442070007325,0.045454545454545456,41.4555944055944,31222.62160000003,0.28321678321678323,0.19930069930069927,0.34265734265734266,33460,33585
CTX-M beta-lactamase,-0.17594501718213074,9.380552864074708,0.048109965635738834,26.13986254295532,31200.28680000001,0.2646048109965636,0.2268041237113402,0.30584192439862545,25440,25440
quinolone resistance protein (qnr),-0.15420560747663556,4.998273277282714,0.11682242990654204,21.674345794392515,23829.56099999999,0.2850467289719626,0.23364485981308408,0.2616822429906542,27960,28460
SHV beta-lactamase,-0.05279720279720275,7.756101036071779,0.045454545454545456,38.533916083916075,31253.675400000033,0.2867132867132867,0.1993006993006993,0.33916083916083917,33460,33585
VIM beta-lactamase,0.022932330827067728,5.224151420593261,0.06015037593984962,36.131240601503755,28107.276800000007,0.3082706766917293,0.2593984962406015,0.2932330827067669,29910,29910
CTX-M beta-lactamase,-0.1652920962199314,9.380552864074708,0.048109965635738834,27.596907216494838,31143.235500000017,0.2646048109965636,0.2268041237113402,0.30584192439862545,25440,25440
VIM beta-lactamase,0.028571428571428602,5.0468137741088865,0.06015037593984962,36.45041353383458,28040.098100000003,0.3082706766917293,0.2706766917293233,0.2894736842105263,29910,29910
SHV beta-lactamase,-0.05349650349650345,7.762012290954591,0.045454545454545456,36.768881118881126,31251.66280000003,0.2867132867132867,0.19930069930069927,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.03636363636363633,7.732512855529785,0.04895104895104895,37.300000000000004,31277.736400000027,0.2937062937062937,0.19930069930069927,0.3356643356643357,34950,35075
quinolone resistance protein (qnr),-0.1401869158878506,4.998273277282714,0.11682242990654204,22.56546728971962,23827.588099999994,0.2897196261682243,0.23831775700934577,0.2570093457943925,27960,28460
CTX-M beta-lactamase,-0.21683848797250876,8.576567649841309,0.04810996563573883,24.59793814432989,31435.460000000036,0.25773195876288657,0.21649484536082475,0.3161512027491409,23950,23950
IMP beta-lactamase,-0.22926829268292667,7.739447212219238,0.10975609756097561,29.10654471544714,27256.77470000001,0.33739837398373984,0.2682926829268293,0.21951219512195125,50420,50545
IMP beta-lactamase,-0.14274193548387099,8.21689853668213,0.10483870967741934,28.69842741935483,27388.093700000016,0.33064516129032256,0.24999999999999997,0.24596774193548387,48930,49180
VIM beta-lactamase,0.024436090225563964,5.132470130920409,0.06015037593984962,36.45041353383458,28093.207100000007,0.3082706766917293,0.2631578947368421,0.2932330827067669,29910,29910
SHV beta-lactamase,-0.06818181818181811,7.756101036071779,0.045454545454545456,40.25664335664335,31208.595000000034,0.28321678321678323,0.19930069930069927,0.33916083916083917,33460,33585
IMP beta-lactamase,-0.1422764227642277,8.978141212463381,0.10569105691056911,24.292723577235762,27118.88260000002,0.34959349593495936,0.2764227642276423,0.23170731707317072,44920,45045
CTX-M beta-lactamase,-0.1759450171821306,8.610155677795412,0.04810996563573883,24.082474226804116,31206.143900000032,0.25773195876288657,0.2268041237113402,0.3127147766323024,23950,23950
CMY beta-lactamase,-0.17874015748031505,8.933786964416509,0.09711286089238845,36.8884776902887,42058.83380000002,0.30708661417322836,0.23622047244094488,0.28083989501312334,93850,93975
CMY beta-lactamase,-0.17585301837270356,9.235370063781737,0.09448818897637795,33.418661417322824,41986.823900000025,0.30708661417322836,0.23359580052493437,0.2755905511811024,88350,88475
IMP beta-lactamase,-0.13902439024390245,8.64135837554932,0.10569105691056911,25.445975609756083,27089.798300000017,0.34959349593495936,0.2764227642276423,0.23577235772357724,44920,45045
SHV beta-lactamase,-0.024125874125874053,7.756101036071779,0.045454545454545456,36.923426573426575,31267.74490000003,0.2937062937062937,0.19580419580419578,0.33916083916083917,33460,33585
CTX-M beta-lactamase,-0.18006872852233696,9.207971000671385,0.05154639175257732,22.006219931271463,30896.80790000002,0.2508591065292096,0.23024054982817868,0.3024054982817869,25440,25440
quinolone resistance protein (qnr),-0.1544247787610621,5.2880952835083,0.11504424778761063,17.779690265486717,25199.2775,0.2920353982300885,0.23451327433628316,0.26106194690265483,29450,29950
CMY beta-lactamase,-0.1698162729658794,9.149627113342287,0.09973753280839895,32.8638057742782,42036.83770000003,0.3097112860892388,0.23359580052493437,0.27296587926509186,93850,93975
resistance-nodulation-cell division (RND) antibiotic efflux pump,0.265776930409915,5.387051963806152,0.08579599618684461,28.600762631077316,113572.3049000008,0.34413727359389895,0.22402287893231648,0.28503336510962823,89730,89855
PDC beta-lactamase,-0.28639798488665025,8.34067783355713,0.0906801007556675,36.096221662468494,43470.911599999985,0.292191435768262,0.2317380352644836,0.2997481108312343,54320,54445
ACT beta-lactamase,-0.05538057742782146,8.546525382995608,0.08923884514435695,34.617874015748015,41285.122900000024,0.30183727034120733,0.24934383202099736,0.2887139107611548,84340,84465
CTX-M beta-lactamase,-0.15463917525773208,9.297324180603027,0.048109965635738834,24.312027491408926,31116.231800000016,0.2646048109965636,0.21305841924398622,0.30584192439862545,25440,25440
CMY beta-lactamase,-0.09869109947643995,8.947518730163576,0.08638743455497383,38.70837696335076,40741.929400000015,0.28534031413612565,0.2696335078534031,0.29581151832460734,54320,54320
PDC beta-lactamase,-0.28186397984886685,8.848688697814943,0.0906801007556675,36.334005037783356,43484.98459999998,0.292191435768262,0.2317380352644836,0.2997481108312343,54320,54445
major facilitator superfamily (MFS) antibiotic efflux pump,0.8005000000000018,9.315117454528806,0.11499999999999999,27.039750000000005,43643.609100000016,0.42500000000000004,0.21,0.3025,71850,71975
major facilitator superfamily (MFS) antibiotic efflux pump,0.8432911392405076,9.152334785461427,0.09620253164556962,37.74025316455695,42113.839400000004,0.410126582278481,0.23037974683544304,0.3443037974683544,52370,52495
resistance-nodulation-cell division (RND) antibiotic efflux pump,-0.3497584541062807,8.460073280334473,0.05555555555555555,27.417874396135268,45030.38190000003,0.27053140096618356,0.21256038647342995,0.3115942028985507,24410,24410
major facilitator superfamily (MFS) antibiotic efflux pump,0.7947236180904541,8.714401054382325,0.11809045226130653,26.25351758793969,43439.14870000003,0.4321608040201005,0.2185929648241206,0.2889447236180904,68870,69120
major facilitator superfamily (MFS) antibiotic efflux pump,0.982100238663486,10.339520072937013,0.09069212410501193,36.68902147971359,44642.0031000001,0.4128878281622912,0.20763723150357996,0.33412887828162297,45950,45950
SHV beta-lactamase,-0.09685314685314678,8.489793205261233,0.045454545454545456,44.321328671328665,31311.74120000003,0.2797202797202797,0.19930069930069927,0.3356643356643357,33460,33585
CMY beta-lactamase,-0.13333333333333328,9.050990486145018,0.09711286089238845,38.281916010498676,41936.79650000001,0.31496062992125984,0.23622047244094485,0.27034120734908135,93850,93975
CTX-M beta-lactamase,-0.19862542955326482,8.905356407165527,0.04810996563573883,23.274226804123703,31377.423900000038,0.25773195876288657,0.21649484536082475,0.3161512027491409,23950,23950
CMY beta-lactamase,-0.14015748031496061,9.223701286315915,0.09711286089238845,33.30685039370078,41932.809600000015,0.3123359580052493,0.23097112860892388,0.2755905511811024,93850,93975
quinolone resistance protein (qnr),-0.3399082568807341,4.95160846710205,0.13761467889908258,29.127522935779815,24945.828900000008,0.29357798165137616,0.23853211009174313,0.21559633027522937,28420,29420
CTX-M beta-lactamase,-0.13127147766323025,8.729228782653806,0.048109965635738834,19.070790378006855,31091.162600000025,0.2542955326460481,0.21649484536082475,0.30927835051546393,25440,25565
KPC beta-lactamase,0.0071672354948805325,7.646742820739747,0.08532423208191126,28.791808873720136,31141.000000000004,0.2935153583617748,0.24232081911262798,0.32081911262798635,47900,48025
ACT beta-lactamase,-0.1007894736842105,8.728068351745605,0.09210526315789473,32.58186842105261,41435.31770000002,0.3026315789473684,0.24473684210526317,0.2868421052631579,81360,81485
SHV beta-lactamase,-0.10653846153846147,8.597713279724122,0.04230769230769231,40.740384615384606,28262.247400000004,0.2730769230769231,0.20384615384615384,0.3423076923076923,26470,26595
quinolone resistance protein (qnr),-0.08279069767441846,5.254048728942871,0.11627906976744186,21.942837209302322,23836.660999999996,0.3023255813953488,0.24651162790697673,0.24186046511627907,27960,28460
CMY beta-lactamase,-0.17926509186351716,9.149627113342287,0.09711286089238845,32.8638057742782,41976.74120000003,0.30708661417322836,0.23622047244094485,0.27296587926509186,93850,93975
major facilitator superfamily (MFS) antibiotic efflux pump,0.9532188841201743,9.666985893249514,0.10085836909871246,21.626824034334764,48888.69740000002,0.41416309012875535,0.2424892703862661,0.27038626609442057,50880,51130
CMY beta-lactamase,-0.14015748031496061,9.223701286315915,0.09711286089238845,33.02417322834644,41918.78300000002,0.3123359580052493,0.2335958005249344,0.2755905511811024,93850,93975
